termmeetingtime,kind,date,HTML4,HTML5,HTML6,HTML7,HTML8,HTML9,HTML10,HTML11,HTML12,HTML13,term,period,temp_meeting_no,meetingno,testformalmeetingname
第09屆 第02會期 第03次會議,常會,"105/09/23, 105/09/26",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/03/LCEWC03_090203.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/03/LCEWC03_090203.htm,,,,,,,,,9,2,,3,立法院第9屆第2會期第3次
第09屆 第02會期 第02次會議,常會,105/09/20,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/02/LCEWC03_090202.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/02/LCEWC03_090202.htm,,,,,,,,,9,2,,2,立法院第9屆第2會期第2次
第09屆 第02會期 第01次會議,常會,105/09/13,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/01/LCEWC03_090201.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/01/LCEWC03_090201.htm,,,,,,,,,9,2,,1,立法院第9屆第2會期第1次
第09屆 第01會期 第01次臨時會 第01次會議* ,臨時會,"105/07/22, 105/07/25, 105/07/26, 105/07/28, 105/07/29",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/01/01/01/LCEWC03_09010101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/01/01/LCEWC03_090101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/01/01/LCEWC03_090101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/01/01/01/LCEWC03_090101.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/01/01/01/LCEWC03_09010101.htm,,,,9,1,1,1,立法院第9屆第1會期第1次
第09屆 第01會期 第01次會議* ,談話會,105/07/20,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/09/01/01/LCEWC03_090101.htm,,,9,1,,1,立法院第9屆第1會期第1次
第09屆 第01會期 第21次會議,常會,105/07/15,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/21/LCEWC03_090121.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/21/LCEWC03_090121.htm,,,,,,,,,9,1,,21,立法院第9屆第1會期第21次
第09屆 第01會期 第20次會議* ,常會,105/07/12,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/20/LCEWC03_090120.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/20/LCEWC03_090120.htm,,,,,,,,,9,1,,20,立法院第9屆第1會期第20次
第09屆 第01會期 第19次會議,常會,"105/07/01, 105/07/05",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/19/LCEWC03_090119.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/19/LCEWC03_090119.htm,,,,,,,,,9,1,,19,立法院第9屆第1會期第19次
第09屆 第01會期 第18次會議,常會,"105/06/24, 105/06/28",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/18/LCEWC03_090118.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/18/LCEWC03_090118.htm,,,,,,,,,9,1,,18,立法院第9屆第1會期第18次
第09屆 第01會期 第17次會議,常會,"105/06/17, 105/06/21",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/17/LCEWC03_090117.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/17/LCEWC03_090117.htm,,,,,,,,,9,1,,17,立法院第9屆第1會期第17次
第09屆 第01會期 第16次會議,常會,"105/06/03, 105/06/07, 105/06/14",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/16/LCEWC03_090116.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/16/LCEWC03_090116.htm,,,,,,,,,9,1,,16,立法院第9屆第1會期第16次
第09屆 第01會期 第15次會議* ,常會,"105/05/27, 105/05/31",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/15/LCEWC03_090115.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/15/LCEWC03_090115.htm,,,,,,,,,9,1,,15,立法院第9屆第1會期第15次
第09屆 第01會期 第14次會議,常會,"105/05/20, 105/05/24",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/14/LCEWC03_090114.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/14/LCEWC03_090114.htm,,,,,,,,,9,1,,14,立法院第9屆第1會期第14次
第09屆 第01會期 第13次會議,常會,"105/05/13, 105/05/17",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/13/LCEWC03_090113.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/13/LCEWC03_090113.htm,,,,,,,,,9,1,,13,立法院第9屆第1會期第13次
第09屆 第01會期 第12次會議,常會,"105/05/06, 105/05/10",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/12/LCEWC03_090112.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/12/LCEWC03_090112.htm,,,,,,,,,9,1,,12,立法院第9屆第1會期第12次
第09屆 第03會期 第01次臨時會 第01次會議* ,臨時會,"106/06/14, 106/06/20",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/01/LCEWC03_09030101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/03/01/LCEWC03_090301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/LCEWC03_090301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/01/LCEWC03_090301.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/01/LCEWC03_09030101.htm,,,,9,3,1,1,立法院第9屆第3會期第1次
第09屆 第03會期 第01次會議* ,談話會,106/06/14,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/09/03/01/LCEWC03_090301.htm,,,9,3,,1,立法院第9屆第3會期第1次
第09屆 第03會期 第15次會議,常會,106/05/26,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/15/LCEWC03_090315.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/15/LCEWC03_090315.htm,,,,,,,,,9,3,,15,立法院第9屆第3會期第15次
第09屆 第03會期 第14次會議,常會,"106/05/19, 106/05/23",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/14/LCEWC03_090314.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/14/LCEWC03_090314.htm,,,,,,,,,9,3,,14,立法院第9屆第3會期第14次
第09屆 第03會期 第13次會議,常會,"106/05/12, 106/05/16",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/13/LCEWC03_090313.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/13/LCEWC03_090313.htm,,,,,,,,,9,3,,13,立法院第9屆第3會期第13次
第09屆 第03會期 第12次會議,常會,"106/05/05, 106/05/09",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/12/LCEWC03_090312.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/12/LCEWC03_090312.htm,,,,,,,,,9,3,,12,立法院第9屆第3會期第12次
第09屆 第03會期 第11次會議,常會,106/04/28,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/11/LCEWC03_090311.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/11/LCEWC03_090311.htm,,,,,,,,,9,3,,11,立法院第9屆第3會期第11次
第09屆 第03會期 第10次會議,常會,"106/04/21, 106/04/25",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/10/LCEWC03_090310.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/10/LCEWC03_090310.htm,,,,,,,,,9,3,,10,立法院第9屆第3會期第10次
第09屆 第03會期 第09次會議,常會,"106/04/14, 106/04/18",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/09/LCEWC03_090309.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/09/LCEWC03_090309.htm,,,,,,,,,9,3,,9,立法院第9屆第3會期第9次
第09屆 第03會期 第08次會議* ,常會,"106/04/07, 106/04/11",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/08/LCEWC03_090308.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/08/LCEWC03_090308.htm,,,,,,,,,9,3,,8,立法院第9屆第3會期第8次
第09屆 第03會期 第07次會議,常會,106/03/31,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/07/LCEWC03_090307.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/07/LCEWC03_090307.htm,,,,,,,,,9,3,,7,立法院第9屆第3會期第7次
第09屆 第03會期 第06次會議,常會,"106/03/24, 106/03/28",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/06/LCEWC03_090306.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/06/LCEWC03_090306.htm,,,,,,,,,9,3,,6,立法院第9屆第3會期第6次
第09屆 第03會期 第05次會議,常會,"106/03/17, 106/03/21",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/05/LCEWC03_090305.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/05/LCEWC03_090305.htm,,,,,,,,,9,3,,5,立法院第9屆第3會期第5次
第09屆 第03會期 第04次會議* ,常會,"106/03/10, 106/03/14",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/04/LCEWC03_090304.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/04/LCEWC03_090304.htm,,,,,,,,,9,3,,4,立法院第9屆第3會期第4次
第09屆 第03會期 第03次會議* ,常會,"106/03/03, 106/03/07",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/03/LCEWC03_090303.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/03/LCEWC03_090303.htm,,,,,,,,,9,3,,3,立法院第9屆第3會期第3次
第09屆 第03會期 第02次會議* ,常會,106/02/24,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/02/LCEWC03_090302.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/02/LCEWC03_090302.htm,,,,,,,,,9,3,,2,立法院第9屆第3會期第2次
第09屆 第03會期 第01次會議* ,全院委員會,106/02/22,,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/01/09/03/01/LCEWC03_090301.htm,,9,3,,1,立法院第9屆第3會期第1次
第09屆 第03會期 第01次會議* ,常會,"106/02/17, 106/02/21",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/03/01/LCEWC03_090301.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/03/01/LCEWC03_090301.htm,,,,,,,,,9,3,,1,立法院第9屆第3會期第1次
第09屆 第02會期 第01次臨時會 第02次會議,臨時會,"106/01/13, 106/01/16, 106/01/17, 106/01/18, 106/01/19",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/02/01/02/LCEWC03_09020102.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/02/01/LCEWC03_090201.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/02/01/LCEWC03_090201.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/02/01/02/LCEWC03_090202.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/02/01/02/LCEWC03_09020102.htm,,,,9,2,1,2,立法院第9屆第2會期第2次
第09屆 第02會期 第00次會議,談話會,106/01/05,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/09/02/00/LCEWC03_090200.htm,,,9,2,,0,立法院第9屆第2會期第0次
第09屆 第02會期 第01次臨時會 第01次會議,臨時會,"106/01/05, 106/01/06, 106/01/10, 106/01/11, 106/01/12",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/02/01/01/LCEWC03_09020101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/02/01/LCEWC03_090201.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/02/01/LCEWC03_090201.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/02/01/01/LCEWC03_090201.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/02/01/01/LCEWC03_09020101.htm,,,,9,2,1,1,立法院第9屆第2會期第1次
第09屆 第02會期 第17次會議,常會,105/12/30,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/17/LCEWC03_090217.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/17/LCEWC03_090217.htm,,,,,,,,,9,2,,17,立法院第9屆第2會期第17次
第09屆 第02會期 第16次會議* ,常會,"105/12/23, 105/12/27",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/16/LCEWC03_090216.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/16/LCEWC03_090216.htm,,,,,,,,,9,2,,16,立法院第9屆第2會期第16次
第09屆 第02會期 第15次會議* ,常會,"105/12/16, 105/12/20",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/15/LCEWC03_090215.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/15/LCEWC03_090215.htm,,,,,,,,,9,2,,15,立法院第9屆第2會期第15次
第09屆 第02會期 第14次會議,常會,"105/12/09, 105/12/13",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/14/LCEWC03_090214.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/14/LCEWC03_090214.htm,,,,,,,,,9,2,,14,立法院第9屆第2會期第14次
第09屆 第04會期 第01次臨時會 第01次會議* ,臨時會,107/01/05,,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/04/01/01/LCEWC03_09040101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/04/01/LCEWC03_090401.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/04/01/LCEWC03_090401.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/04/01/01/LCEWC03_090401.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/04/01/01/LCEWC03_09040101.htm,,,,9,4,1,1,立法院第9屆第4會期第1次
第09屆 第04會期 第15次會議,常會,106/12/29,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/15/LCEWC03_090415.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/15/LCEWC03_090415.htm,,,,,,,,,9,4,,15,立法院第9屆第4會期第15次
第09屆 第04會期 第14次會議,常會,"106/12/22, 106/12/26",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/14/LCEWC03_090414.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/14/LCEWC03_090414.htm,,,,,,,,,9,4,,14,立法院第9屆第4會期第14次
第09屆 第04會期 第13次會議,常會,"106/12/15, 106/12/19",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/13/LCEWC03_090413.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/13/LCEWC03_090413.htm,,,,,,,,,9,4,,13,立法院第9屆第4會期第13次
第09屆 第04會期 第12次會議,常會,"106/12/08, 106/12/12",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/12/LCEWC03_090412.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/12/LCEWC03_090412.htm,,,,,,,,,9,4,,12,立法院第9屆第4會期第12次
第09屆 第04會期 第11次會議,常會,"106/12/01, 106/12/05",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/11/LCEWC03_090411.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/11/LCEWC03_090411.htm,,,,,,,,,9,4,,11,立法院第9屆第4會期第11次
第09屆 第04會期 第10次會議,常會,"106/11/24, 106/11/28",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/10/LCEWC03_090410.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/10/LCEWC03_090410.htm,,,,,,,,,9,4,,10,立法院第9屆第4會期第10次
第09屆 第04會期 第09次會議,常會,"106/11/17, 106/11/21",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/09/LCEWC03_090409.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/09/LCEWC03_090409.htm,,,,,,,,,9,4,,9,立法院第9屆第4會期第9次
第09屆 第04會期 第08次會議,常會,"106/11/10, 106/11/14",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/08/LCEWC03_090408.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/08/LCEWC03_090408.htm,,,,,,,,,9,4,,8,立法院第9屆第4會期第8次
第09屆 第04會期 第07次會議,常會,"106/11/03, 106/11/07",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/07/LCEWC03_090407.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/07/LCEWC03_090407.htm,,,,,,,,,9,4,,7,立法院第9屆第4會期第7次
第09屆 第04會期 第06次會議,常會,"106/10/27, 106/10/31",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/06/LCEWC03_090406.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/06/LCEWC03_090406.htm,,,,,,,,,9,4,,6,立法院第9屆第4會期第6次
第09屆 第04會期 第05次會議* ,常會,"106/10/20, 106/10/24",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/05/LCEWC03_090405.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/05/LCEWC03_090405.htm,,,,,,,,,9,4,,5,立法院第9屆第4會期第5次
第09屆 第04會期 第04次會議,常會,"106/10/13, 106/10/17",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/04/LCEWC03_090404.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/04/LCEWC03_090404.htm,,,,,,,,,9,4,,4,立法院第9屆第4會期第4次
第09屆 第04會期 第03次會議,常會,106/10/06,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/03/LCEWC03_090403.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/03/LCEWC03_090403.htm,,,,,,,,,9,4,,3,立法院第9屆第4會期第3次
第09屆 第04會期 第02次會議* ,常會,"106/09/29, 106/10/03",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/02/LCEWC03_090402.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/02/LCEWC03_090402.htm,,,,,,,,,9,4,,2,立法院第9屆第4會期第2次
第09屆 第04會期 第01次會議* ,常會,"106/09/22, 106/09/26",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/04/01/LCEWC03_090401.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/04/01/LCEWC03_090401.htm,,,,,,,,,9,4,,1,立法院第9屆第4會期第1次
第09屆 第03會期 第03次臨時會 第02次會議* ,臨時會,"106/08/22, 106/08/24, 106/08/25, 106/08/28, 106/08/29, 106/08/30, 106/08/31",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/03/02/LCEWC03_09030302.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/03/03/LCEWC03_090303.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/03/LCEWC03_090303.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/03/02/LCEWC03_090302.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/03/02/LCEWC03_09030302.htm,,,,9,3,3,2,立法院第9屆第3會期第2次
第09屆 第03會期 第03次會議* ,談話會,106/08/18,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/09/03/03/LCEWC03_090303.htm,,,9,3,,3,立法院第9屆第3會期第3次
第09屆 第03會期 第03次臨時會 第01次會議* ,臨時會,"106/08/18, 106/08/21",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/03/01/LCEWC03_09030301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/03/03/LCEWC03_090303.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/03/LCEWC03_090303.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/03/01/LCEWC03_090301.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/03/01/LCEWC03_09030301.htm,,,,9,3,3,1,立法院第9屆第3會期第1次
第09屆 第03會期 第02次臨時會 第02次會議* ,臨時會,106/07/21,,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/02/02/LCEWC03_09030202.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/03/02/LCEWC03_090302.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/02/LCEWC03_090302.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/02/02/LCEWC03_090302.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/02/02/LCEWC03_09030202.htm,,,,9,3,2,2,立法院第9屆第3會期第2次
第09屆 第03會期 第02次會議* ,談話會,106/07/13,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/09/03/02/LCEWC03_090302.htm,,,9,3,,2,立法院第9屆第3會期第2次
第09屆 第03會期 第02次臨時會 第01次會議* ,臨時會,"106/07/13, 106/07/14",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/02/01/LCEWC03_09030201.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/03/02/LCEWC03_090302.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/02/LCEWC03_090302.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/02/01/LCEWC03_090301.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/02/01/LCEWC03_09030201.htm,,,,9,3,2,1,立法院第9屆第3會期第1次
第09屆 第03會期 第01次臨時會 第04次會議* ,臨時會,"106/07/03, 106/07/04, 106/07/05",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/04/LCEWC03_09030104.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/03/01/LCEWC03_090301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/LCEWC03_090301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/04/LCEWC03_090304.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/04/LCEWC03_09030104.htm,,,,9,3,1,4,立法院第9屆第3會期第4次
第09屆 第03會期 第01次臨時會 第03次會議* ,臨時會,"106/06/27, 106/06/28, 106/06/29, 106/06/30",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/03/LCEWC03_09030103.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/03/01/LCEWC03_090301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/LCEWC03_090301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/03/LCEWC03_090303.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/03/LCEWC03_09030103.htm,,,,9,3,1,3,立法院第9屆第3會期第3次
第09屆 第03會期 第01次臨時會 第02次會議* ,臨時會,"106/06/21, 106/06/22, 106/06/23, 106/06/26",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/02/LCEWC03_09030102.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/03/01/LCEWC03_090301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/LCEWC03_090301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/02/LCEWC03_090302.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/03/01/02/LCEWC03_09030102.htm,,,,9,3,1,2,立法院第9屆第3會期第2次
第09屆 第05會期 第01次會議,常會,107/02/27,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/05/01/LCEWC03_090501.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/05/01/LCEWC03_090501.htm,,,,,,,,,9,5,,1,立法院第9屆第5會期第1次
第09屆 第04會期 第01次臨時會 第02次會議 *,臨時會,"107/01/08, 107/01/09, 107/01/16, 107/01/18, 107/01/29, 107/01/30 ",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/04/01/02/LCEWC03_09040102.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/09/04/01/LCEWC03_090401.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/04/01/LCEWC03_090401.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/04/01/02/LCEWC03_090402.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/09/04/01/02/LCEWC03_09040102.htm,,,,9,4,1,2,立法院第9屆第4會期第2次
